train_number,train_name,source_station,destination_station,route,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,train_type,date,season,delay_category,day_of_week,month,travel_duration_hours,year_month
50306,AC Express Passenger,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2025-04-30 09:10:00,2025-04-30 09:26:00,2025-05-01 05:30:00,2025-05-01 05:56:00,16,Passenger,2025-04-30,Summer,Minor Delay,Wednesday,4,20.33,2025-04
65519,Uday Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-09-10 05:45:00,2024-09-10 05:56:00,2024-09-10 15:01:00,2024-09-10 15:15:00,11,Express,2024-09-10,Post-Monsoon,Minor Delay,Tuesday,9,9.27,2024-09
28289,Sampark Kranti Passenger,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2025-12-02 07:30:00,2025-12-02 07:39:00,2025-12-02 21:52:00,2025-12-02 22:11:00,9,Passenger,2025-12-02,Winter,Minor Delay,Tuesday,12,14.37,2025-12
24592,Superfast Passenger,Lucknow Charbagh,New Delhi,Lucknow Charbagh → New Delhi,2025-05-24 20:40:00,2025-05-24 20:48:00,2025-05-25 03:18:00,2025-05-25 03:36:00,8,Passenger,2025-05-24,Summer,Minor Delay,Saturday,5,6.63,2025-05
57447,Tejas Express,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2024-04-21 08:40:00,2024-04-21 08:51:00,2024-04-21 17:22:00,2024-04-21 17:28:00,11,Express,2024-04-21,Summer,Minor Delay,Sunday,4,8.7,2024-04
63269,Superfast Superfast,Dehradun,New Delhi,Dehradun → New Delhi,2025-07-29 15:10:00,2025-07-29 15:37:00,2025-07-29 18:06:00,2025-07-29 18:30:00,27,Superfast,2025-07-29,Monsoon,Major Delay,Tuesday,7,2.93,2025-07
28301,Uday Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2024-05-06 10:40:00,2024-05-06 11:04:00,2024-05-07 02:36:00,2024-05-07 03:04:00,24,Express,2024-05-06,Summer,Major Delay,Monday,5,15.93,2024-05
22363,Kisan Express,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-11-24 05:30:00,2024-11-24 05:37:00,2024-11-24 12:13:00,2024-11-24 12:18:00,7,Express,2024-11-24,Post-Monsoon,Minor Delay,Sunday,11,6.72,2024-11
57400,Jan Shatabdi Express,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2025-10-20 07:40:00,2025-10-20 07:50:00,2025-10-20 13:37:00,2025-10-20 13:45:00,10,Express,2025-10-20,Post-Monsoon,Minor Delay,Monday,10,5.95,2025-10
93320,Vande Bharat Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-11-25 12:30:00,2025-11-25 13:38:00,2025-11-25 20:06:00,2025-11-25 21:13:00,68,Express,2025-11-25,Post-Monsoon,Major Delay,Tuesday,11,7.6,2025-11
24621,Passenger Express,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2025-02-19 15:40:00,2025-02-19 16:04:00,2025-02-20 08:11:00,2025-02-20 08:39:00,24,Express,2025-02-19,Winter,Major Delay,Wednesday,2,16.52,2025-02
38080,Garib Rath Passenger,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2025-02-28 17:45:00,2025-02-28 17:51:00,2025-03-01 17:32:00,2025-03-01 17:42:00,6,Passenger,2025-02-28,Winter,Minor Delay,Friday,2,23.78,2025-02
99593,Tejas Passenger,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-01-12 22:45:00,2024-01-12 23:20:00,2024-01-13 17:02:00,2024-01-13 17:44:00,35,Passenger,2024-01-12,Winter,Major Delay,Friday,1,18.28,2024-01
28289,Jan Shatabdi Express,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2025-07-29 08:10:00,2025-07-29 08:29:00,2025-07-30 00:23:00,2025-07-30 00:49:00,19,Express,2025-07-29,Monsoon,Minor Delay,Tuesday,7,16.22,2025-07
72296,Rajdhani Superfast,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2025-11-04 11:05:00,2025-11-04 11:07:00,2025-11-04 20:32:00,2025-11-04 20:44:00,2,Superfast,2025-11-04,Post-Monsoon,On-Time,Tuesday,11,9.45,2025-11
17592,Jan Shatabdi Superfast,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2024-08-08 06:45:00,2024-08-08 07:27:00,2024-08-08 14:31:00,2024-08-08 15:15:00,42,Superfast,2024-08-08,Monsoon,Major Delay,Thursday,8,7.77,2024-08
22363,Vivek Passenger,Ernakulam Junction,Chennai Central,Ernakulam Junction → Chennai Central,2024-05-31 15:50:00,2024-05-31 15:53:00,2024-06-01 14:07:00,2024-06-01 14:17:00,11,Passenger,2024-05-31,Summer,Minor Delay,Friday,5,22.28,2024-05
23947,Vande Bharat Passenger,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-04-14 10:30:00,2025-04-14 10:30:00,2025-04-15 06:30:00,2025-04-15 06:37:00,0,Passenger,2025-04-14,Summer,On-Time,Monday,4,20.0,2025-04
77839,Superfast Superfast,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2024-08-09 20:35:00,2024-08-09 20:46:00,2024-08-10 02:35:00,2024-08-10 02:54:00,11,Superfast,2024-08-09,Monsoon,Minor Delay,Friday,8,6.0,2024-08
45382,Garib Rath Passenger,New Delhi,Chennai Central,New Delhi → Chennai Central,2024-07-15 18:15:00,2024-07-15 18:38:00,2024-07-16 15:23:00,2024-07-16 15:51:00,23,Passenger,2024-07-15,Monsoon,Major Delay,Monday,7,21.13,2024-07
89507,Shatabdi Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2024-05-09 09:25:00,2024-05-09 09:29:00,2024-05-09 21:25:00,2024-05-09 21:31:00,4,Express,2024-05-09,Summer,On-Time,Thursday,5,12.0,2024-05
31798,Humsafar Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2024-07-05 05:05:00,2024-07-05 06:15:00,2024-07-05 09:48:00,2024-07-05 10:56:00,70,Express,2024-07-05,Monsoon,Major Delay,Friday,7,4.72,2024-07
71348,Jan Shatabdi Passenger,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-06-12 08:40:00,2024-06-12 09:09:00,2024-06-13 08:55:00,2024-06-13 09:21:00,29,Passenger,2024-06-12,Monsoon,Major Delay,Wednesday,6,24.25,2024-06
22833,Intercity Passenger,Chennai Central,Bengaluru City,Chennai Central → Bengaluru City,2024-01-24 07:35:00,2024-01-24 08:06:00,2024-01-25 01:54:00,2024-01-25 02:33:00,31,Passenger,2024-01-24,Winter,Major Delay,Wednesday,1,18.32,2024-01
39451,Duronto Passenger,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2024-01-19 16:05:00,2024-01-19 16:21:00,2024-01-20 01:07:00,2024-01-20 01:23:00,16,Passenger,2024-01-19,Winter,Minor Delay,Friday,1,9.03,2024-01
80686,Jan Shatabdi Passenger,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2024-12-08 15:55:00,2024-12-08 15:57:00,2024-12-09 01:31:00,2024-12-09 01:31:00,2,Passenger,2024-12-08,Winter,On-Time,Sunday,12,9.6,2024-12
45093,Vande Bharat Passenger,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2024-11-03 11:40:00,2024-11-03 11:55:00,2024-11-03 21:44:00,2024-11-03 22:02:00,15,Passenger,2024-11-03,Post-Monsoon,Minor Delay,Sunday,11,10.07,2024-11
44760,Shatabdi Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2025-10-03 16:00:00,2025-10-03 16:07:00,2025-10-04 06:25:00,2025-10-04 06:28:00,7,Express,2025-10-03,Post-Monsoon,Minor Delay,Friday,10,14.42,2025-10
89131,Jan Shatabdi Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-05-05 21:30:00,2025-05-05 21:33:00,2025-05-06 13:56:00,2025-05-06 13:56:00,3,Express,2025-05-05,Summer,On-Time,Monday,5,16.43,2025-05
22280,Mail Superfast,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-08-05 22:00:00,2025-08-05 22:00:00,2025-08-06 01:56:00,2025-08-06 01:59:00,0,Superfast,2025-08-05,Monsoon,On-Time,Tuesday,8,3.93,2025-08
73624,Passenger Passenger,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-01-20 16:35:00,2025-01-20 16:44:00,2025-01-21 01:56:00,2025-01-21 02:12:00,9,Passenger,2025-01-20,Winter,Minor Delay,Monday,1,9.35,2025-01
81482,Tejas Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2024-12-27 17:00:00,2024-12-27 17:15:00,2024-12-27 21:43:00,2024-12-27 22:07:00,15,Express,2024-12-27,Winter,Minor Delay,Friday,12,4.72,2024-12
37760,Humsafar Express,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-12-09 13:35:00,2025-12-09 13:39:00,2025-12-09 20:45:00,2025-12-09 20:50:00,4,Express,2025-12-09,Winter,On-Time,Tuesday,12,7.17,2025-12
22676,Intercity Express,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2025-04-26 16:45:00,2025-04-26 16:51:00,2025-04-27 09:23:00,2025-04-27 09:39:00,6,Express,2025-04-26,Summer,Minor Delay,Saturday,4,16.63,2025-04
31643,Rajdhani Express,Lucknow Charbagh,Kanpur Central,Lucknow Charbagh → Kanpur Central,2024-01-27 18:05:00,2024-01-27 18:14:00,2024-01-28 05:56:00,2024-01-28 06:07:00,9,Express,2024-01-27,Winter,Minor Delay,Saturday,1,11.85,2024-01
54313,Intercity Passenger,New Delhi,Chandigarh,New Delhi → Chandigarh,2024-04-21 09:00:00,2024-04-21 09:06:00,2024-04-22 03:18:00,2024-04-22 03:31:00,6,Passenger,2024-04-21,Summer,Minor Delay,Sunday,4,18.3,2024-04
65392,Uday Express,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2025-05-23 19:40:00,2025-05-23 19:44:00,2025-05-24 04:43:00,2025-05-24 04:57:00,4,Express,2025-05-23,Summer,On-Time,Friday,5,9.05,2025-05
84364,Garib Rath Passenger,Patna Junction,Lucknow Charbagh,Patna Junction → Lucknow Charbagh,2024-05-31 17:30:00,2024-05-31 17:31:00,2024-06-01 05:29:00,2024-06-01 05:29:00,1,Passenger,2024-05-31,Summer,On-Time,Friday,5,11.98,2024-05
42098,Intercity Express,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-01-17 06:40:00,2025-01-17 06:47:00,2025-01-17 17:14:00,2025-01-17 17:31:00,7,Express,2025-01-17,Winter,Minor Delay,Friday,1,10.57,2025-01
72296,Mail Passenger,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2024-06-19 16:50:00,2024-06-19 17:01:00,2024-06-20 16:32:00,2024-06-20 16:43:00,11,Passenger,2024-06-19,Monsoon,Minor Delay,Wednesday,6,23.7,2024-06
31319,Uday Passenger,New Delhi,Chennai Central,New Delhi → Chennai Central,2025-05-30 20:15:00,2025-05-30 20:15:00,2025-05-31 06:25:00,2025-05-31 06:25:00,0,Passenger,2025-05-30,Summer,On-Time,Friday,5,10.17,2025-05
80292,Vivek Superfast,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2024-01-21 17:30:00,2024-01-21 17:42:00,2024-01-22 01:02:00,2024-01-22 01:23:00,12,Superfast,2024-01-21,Winter,Minor Delay,Sunday,1,7.53,2024-01
57576,Garib Rath Express,New Delhi,Dehradun,New Delhi → Dehradun,2025-03-24 08:10:00,2025-03-24 08:23:00,2025-03-25 02:38:00,2025-03-25 03:00:00,13,Express,2025-03-24,Summer,Minor Delay,Monday,3,18.47,2025-03
87128,Jan Shatabdi Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-11-06 08:40:00,2024-11-06 08:40:00,2024-11-06 23:51:00,2024-11-06 23:51:00,0,Express,2024-11-06,Post-Monsoon,On-Time,Wednesday,11,15.18,2024-11
87128,Passenger Express,Mumbai Central,Ahmedabad Junction,Mumbai Central → Ahmedabad Junction,2025-07-10 16:05:00,2025-07-10 16:25:00,2025-07-11 01:34:00,2025-07-11 02:02:00,20,Express,2025-07-10,Monsoon,Minor Delay,Thursday,7,9.48,2025-07
62350,Intercity Express,Hyderabad Deccan,Chennai Central,Hyderabad Deccan → Chennai Central,2024-08-08 09:45:00,2024-08-08 10:11:00,2024-08-08 21:58:00,2024-08-08 22:30:00,26,Express,2024-08-08,Monsoon,Major Delay,Thursday,8,12.22,2024-08
94012,Tejas Express,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2025-06-19 13:20:00,2025-06-19 13:52:00,2025-06-19 20:49:00,2025-06-19 21:17:00,32,Express,2025-06-19,Monsoon,Major Delay,Thursday,6,7.48,2025-06
62772,Intercity Express,Chennai Central,Bengaluru City,Chennai Central → Bengaluru City,2025-08-30 18:20:00,2025-08-30 18:30:00,2025-08-31 04:08:00,2025-08-31 04:18:00,10,Express,2025-08-30,Monsoon,Minor Delay,Saturday,8,9.8,2025-08
46463,Antyodaya Express,New Delhi,Chennai Central,New Delhi → Chennai Central,2024-07-31 14:50:00,2024-07-31 15:22:00,2024-08-01 01:13:00,2024-08-01 01:41:00,32,Express,2024-07-31,Monsoon,Major Delay,Wednesday,7,10.38,2024-07
60019,Kisan Superfast,Patna Junction,Kolkata Howrah,Patna Junction → Kolkata Howrah,2024-02-17 14:15:00,2024-02-17 14:46:00,2024-02-17 18:05:00,2024-02-17 18:32:00,31,Superfast,2024-02-17,Winter,Major Delay,Saturday,2,3.83,2024-02
34931,Vande Bharat Passenger,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2025-01-10 05:25:00,2025-01-10 06:24:00,2025-01-10 18:56:00,2025-01-10 20:02:00,59,Passenger,2025-01-10,Winter,Major Delay,Friday,1,13.52,2025-01
11934,Uday Passenger,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-11-06 16:35:00,2024-11-06 16:41:00,2024-11-07 02:18:00,2024-11-07 02:32:00,6,Passenger,2024-11-06,Post-Monsoon,Minor Delay,Wednesday,11,9.72,2024-11
84341,Humsafar Passenger,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2025-12-13 08:45:00,2025-12-13 08:47:00,2025-12-13 19:54:00,2025-12-13 19:54:00,2,Passenger,2025-12-13,Winter,On-Time,Saturday,12,11.15,2025-12
30926,Vivek Express,Mumbai Central,Ahmedabad Junction,Mumbai Central → Ahmedabad Junction,2024-12-05 09:40:00,2024-12-05 09:41:00,2024-12-05 20:44:00,2024-12-05 20:51:00,1,Express,2024-12-05,Winter,On-Time,Thursday,12,11.07,2024-12
62296,Jan Shatabdi Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2025-01-19 21:25:00,2025-01-19 21:35:00,2025-01-20 11:23:00,2025-01-20 11:28:00,10,Express,2025-01-19,Winter,Minor Delay,Sunday,1,13.97,2025-01
93227,Vivek Express,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2024-09-17 06:10:00,2024-09-17 06:13:00,2024-09-17 11:02:00,2024-09-17 11:07:00,3,Express,2024-09-17,Post-Monsoon,On-Time,Tuesday,9,4.87,2024-09
37460,Antyodaya Superfast,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2024-10-03 06:50:00,2024-10-03 06:58:00,2024-10-03 12:42:00,2024-10-03 12:51:00,8,Superfast,2024-10-03,Post-Monsoon,Minor Delay,Thursday,10,5.87,2024-10
23396,Rajdhani Express,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-02-02 06:10:00,2024-02-02 06:34:00,2024-02-02 22:04:00,2024-02-02 22:25:00,24,Express,2024-02-02,Winter,Major Delay,Friday,2,15.9,2024-02
56438,Tejas Superfast,Lucknow Charbagh,New Delhi,Lucknow Charbagh → New Delhi,2025-03-21 07:45:00,2025-03-21 07:52:00,2025-03-21 13:13:00,2025-03-21 13:28:00,7,Superfast,2025-03-21,Summer,Minor Delay,Friday,3,5.47,2025-03
70589,Humsafar Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2024-03-31 13:50:00,2024-03-31 14:12:00,2024-04-01 04:36:00,2024-04-01 05:00:00,22,Express,2024-03-31,Summer,Major Delay,Sunday,3,14.77,2024-03
76542,Intercity Passenger,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-11-25 17:50:00,2024-11-25 17:57:00,2024-11-26 03:29:00,2024-11-26 03:45:00,7,Passenger,2024-11-25,Post-Monsoon,Minor Delay,Monday,11,9.65,2024-11
80381,Antyodaya Express,Patna Junction,Lucknow Charbagh,Patna Junction → Lucknow Charbagh,2025-12-11 11:55:00,2025-12-11 12:21:00,2025-12-12 05:20:00,2025-12-12 05:56:00,26,Express,2025-12-11,Winter,Major Delay,Thursday,12,17.42,2025-12
28301,Garib Rath Express,Hyderabad Deccan,Bengaluru City,Hyderabad Deccan → Bengaluru City,2025-09-01 07:55:00,2025-09-01 07:59:00,2025-09-01 16:54:00,2025-09-01 16:54:00,4,Express,2025-09-01,Post-Monsoon,On-Time,Monday,9,8.98,2025-09
31174,Shatabdi Express,New Delhi,Dehradun,New Delhi → Dehradun,2024-11-22 20:50:00,2024-11-22 20:59:00,2024-11-23 11:47:00,2024-11-23 12:03:00,9,Express,2024-11-22,Post-Monsoon,Minor Delay,Friday,11,14.95,2024-11
69638,Sampark Kranti Passenger,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2024-11-06 11:30:00,2024-11-06 11:33:00,2024-11-07 09:40:00,2024-11-07 09:53:00,3,Passenger,2024-11-06,Post-Monsoon,On-Time,Wednesday,11,22.17,2024-11
66155,Express Passenger,Patna Junction,Kolkata Howrah,Patna Junction → Kolkata Howrah,2025-09-21 14:05:00,2025-09-21 14:11:00,2025-09-22 11:48:00,2025-09-22 11:59:00,6,Passenger,2025-09-21,Post-Monsoon,Minor Delay,Sunday,9,21.72,2025-09
40495,Sampark Kranti Express,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2024-03-07 15:55:00,2024-03-07 16:00:00,2024-03-08 00:29:00,2024-03-08 00:30:00,5,Express,2024-03-07,Summer,On-Time,Thursday,3,8.57,2024-03
95477,Vivek Passenger,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2024-08-16 12:25:00,2024-08-16 13:22:00,2024-08-16 22:59:00,2024-08-17 00:05:00,57,Passenger,2024-08-16,Monsoon,Major Delay,Friday,8,10.57,2024-08
39256,Antyodaya Express,Ahmedabad Junction,Mumbai Central,Ahmedabad Junction → Mumbai Central,2025-10-11 16:35:00,2025-10-11 16:39:00,2025-10-11 23:23:00,2025-10-11 23:26:00,4,Express,2025-10-11,Post-Monsoon,On-Time,Saturday,10,6.8,2025-10
54313,Duronto Express,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-12-14 20:45:00,2025-12-14 21:04:00,2025-12-15 06:32:00,2025-12-15 06:48:00,19,Express,2025-12-14,Winter,Minor Delay,Sunday,12,9.78,2025-12
70589,Kisan Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-04-17 15:30:00,2025-04-17 15:43:00,2025-04-18 03:25:00,2025-04-18 03:47:00,13,Express,2025-04-17,Summer,Minor Delay,Thursday,4,11.92,2025-04
65296,Mail Express,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2024-01-29 16:05:00,2024-01-29 16:36:00,2024-01-29 22:17:00,2024-01-29 22:58:00,31,Express,2024-01-29,Winter,Major Delay,Monday,1,6.2,2024-01
19880,Jan Shatabdi Express,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2025-08-09 13:40:00,2025-08-09 14:32:00,2025-08-10 08:23:00,2025-08-10 09:13:00,52,Express,2025-08-09,Monsoon,Major Delay,Saturday,8,18.72,2025-08
64987,Express Superfast,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-06-02 06:20:00,2025-06-02 06:41:00,2025-06-02 09:10:00,2025-06-02 09:32:00,21,Superfast,2025-06-02,Monsoon,Major Delay,Monday,6,2.83,2025-06
32431,Rajdhani Passenger,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2024-10-25 09:15:00,2024-10-25 09:18:00,2024-10-25 22:06:00,2024-10-25 22:10:00,3,Passenger,2024-10-25,Post-Monsoon,On-Time,Friday,10,12.85,2024-10
62581,Sampark Kranti Superfast,Guwahati,New Delhi,Guwahati → New Delhi,2025-12-14 21:30:00,2025-12-14 21:42:00,2025-12-15 09:12:00,2025-12-15 09:31:00,12,Superfast,2025-12-14,Winter,Minor Delay,Sunday,12,11.7,2025-12
18326,Kisan Express,New Delhi,Dehradun,New Delhi → Dehradun,2025-04-05 21:55:00,2025-04-05 22:02:00,2025-04-06 11:38:00,2025-04-06 11:53:00,7,Express,2025-04-05,Summer,Minor Delay,Saturday,4,13.72,2025-04
55082,Kisan Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2024-01-31 05:05:00,2024-01-31 05:12:00,2024-01-31 13:24:00,2024-01-31 13:27:00,7,Express,2024-01-31,Winter,Minor Delay,Wednesday,1,8.32,2024-01
59735,Humsafar Express,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2024-10-11 21:35:00,2024-10-11 21:49:00,2024-10-12 13:52:00,2024-10-12 14:11:00,14,Express,2024-10-11,Post-Monsoon,Minor Delay,Friday,10,16.28,2024-10
95477,Express Passenger,Chennai Central,New Delhi,Chennai Central → New Delhi,2025-11-20 05:05:00,2025-11-20 05:24:00,2025-11-20 22:57:00,2025-11-20 23:17:00,11,Passenger,2025-11-20,Post-Monsoon,Minor Delay,Thursday,11,17.87,2025-11
26483,Garib Rath Express,New Delhi,Dehradun,New Delhi → Dehradun,2025-12-08 21:10:00,2025-12-08 21:20:00,2025-12-09 06:11:00,2025-12-09 06:31:00,10,Express,2025-12-08,Winter,Minor Delay,Monday,12,9.02,2025-12
62296,Jan Shatabdi Express,Varanasi Junction,New Delhi,Varanasi Junction → New Delhi,2024-11-12 15:15:00,2024-11-12 15:30:00,2024-11-12 22:44:00,2024-11-12 22:58:00,15,Express,2024-11-12,Post-Monsoon,Minor Delay,Tuesday,11,7.48,2024-11
65461,Rajdhani Express,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2025-05-16 21:20:00,2025-05-16 21:21:00,2025-05-17 08:14:00,2025-05-17 08:20:00,1,Express,2025-05-16,Summer,On-Time,Friday,5,10.9,2025-05
11504,Humsafar Passenger,Chennai Central,New Delhi,Chennai Central → New Delhi,2025-03-11 12:10:00,2025-03-11 12:48:00,2025-03-12 11:19:00,2025-03-12 11:56:00,38,Passenger,2025-03-11,Summer,Major Delay,Tuesday,3,23.15,2025-03
59615,Kisan Express,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2024-01-21 12:50:00,2024-01-21 12:54:00,2024-01-21 19:28:00,2024-01-21 19:42:00,4,Express,2024-01-21,Winter,On-Time,Sunday,1,6.63,2024-01
80686,Jan Shatabdi Express,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2024-05-28 14:15:00,2024-05-28 14:34:00,2024-05-29 01:58:00,2024-05-29 02:26:00,19,Express,2024-05-28,Summer,Minor Delay,Tuesday,5,11.72,2024-05
82132,Express Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-01-29 07:45:00,2025-01-29 08:20:00,2025-01-29 16:23:00,2025-01-29 16:56:00,35,Express,2025-01-29,Winter,Major Delay,Wednesday,1,8.63,2025-01
46500,Gatimaan Passenger,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2024-03-05 22:30:00,2024-03-05 22:35:00,2024-03-06 10:57:00,2024-03-06 11:03:00,5,Passenger,2024-03-05,Summer,On-Time,Tuesday,3,12.45,2024-03
17331,Superfast Superfast,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-02-13 14:45:00,2024-02-13 14:51:00,2024-02-13 21:16:00,2024-02-13 21:31:00,6,Superfast,2024-02-13,Winter,Minor Delay,Tuesday,2,6.52,2024-02
59615,Express Express,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-03-09 05:10:00,2025-03-09 05:37:00,2025-03-09 13:47:00,2025-03-09 14:14:00,27,Express,2025-03-09,Summer,Major Delay,Sunday,3,8.62,2025-03
89131,Tejas Express,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2025-01-02 19:50:00,2025-01-02 19:56:00,2025-01-03 08:26:00,2025-01-03 08:32:00,6,Express,2025-01-02,Winter,Minor Delay,Thursday,1,12.6,2025-01
20322,Superfast Passenger,Amritsar Junction,New Delhi,Amritsar Junction → New Delhi,2025-07-09 09:35:00,2025-07-09 09:41:00,2025-07-09 21:26:00,2025-07-09 21:30:00,6,Passenger,2025-07-09,Monsoon,Minor Delay,Wednesday,7,11.85,2025-07
70142,Antyodaya Passenger,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2025-09-28 18:30:00,2025-09-28 18:44:00,2025-09-29 02:21:00,2025-09-29 02:33:00,14,Passenger,2025-09-28,Post-Monsoon,Minor Delay,Sunday,9,7.85,2025-09
34050,Vande Bharat Express,Ernakulam Junction,Chennai Central,Ernakulam Junction → Chennai Central,2025-10-17 19:25:00,2025-10-17 19:32:00,2025-10-18 05:08:00,2025-10-18 05:15:00,7,Express,2025-10-17,Post-Monsoon,Minor Delay,Friday,10,9.72,2025-10
79163,Rajdhani Express,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2024-11-07 13:35:00,2024-11-07 13:35:00,2024-11-08 08:33:00,2024-11-08 08:39:00,0,Express,2024-11-07,Post-Monsoon,On-Time,Thursday,11,18.97,2024-11
59797,Duronto Superfast,Bengaluru City,Mumbai Central,Bengaluru City → Mumbai Central,2025-02-27 17:55:00,2025-02-27 18:24:00,2025-02-28 00:31:00,2025-02-28 01:09:00,29,Superfast,2025-02-27,Winter,Major Delay,Thursday,2,6.6,2025-02
67422,Shatabdi Superfast,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-04-19 22:25:00,2025-04-19 22:31:00,2025-04-20 06:35:00,2025-04-20 06:46:00,6,Superfast,2025-04-19,Summer,Minor Delay,Saturday,4,8.17,2025-04
15695,Tejas Passenger,New Delhi,Dehradun,New Delhi → Dehradun,2025-04-09 17:50:00,2025-04-09 18:17:00,2025-04-10 17:05:00,2025-04-10 17:30:00,27,Passenger,2025-04-09,Summer,Major Delay,Wednesday,4,23.25,2025-04
75435,Passenger Express,Jaipur Junction,New Delhi,Jaipur Junction → New Delhi,2024-07-07 14:20:00,2024-07-07 14:20:00,2024-07-07 23:14:00,2024-07-07 23:23:00,0,Express,2024-07-07,Monsoon,On-Time,Sunday,7,8.9,2024-07
36062,Duronto Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-04-15 10:45:00,2024-04-15 10:56:00,2024-04-15 17:55:00,2024-04-15 18:06:00,11,Passenger,2024-04-15,Summer,Minor Delay,Monday,4,7.17,2024-04
51245,Duronto Express,Hyderabad Deccan,Chennai Central,Hyderabad Deccan → Chennai Central,2025-12-01 20:05:00,2025-12-01 20:09:00,2025-12-02 08:27:00,2025-12-02 08:30:00,4,Express,2025-12-01,Winter,On-Time,Monday,12,12.37,2025-12
