train_number,train_name,source_station,destination_station,route,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,train_type,date,season
73092,Passenger Superfast,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2024-09-24 22:45:00,2024-09-24 22:48:00,2024-09-25 10:31:00,2024-09-25 10:42:00,3.0,Superfast,2024-09-24,Post-Monsoon
59615,Jan Shatabdi Passenger,Mysuru Junction,Bengaluru City,Mysuru Junction → Bengaluru City,2025-11-25 05:10:00,2025-11-25 05:11:00,2025-11-25 23:48:00,2025-11-25 23:54:00,1.0,Passenger,2025-11-25,Post-Monsoon
18834,Superfast Superfast,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-04-05 13:15:00,2025-04-05 13:23:00,2025-04-06 01:32:00,2025-04-06 01:50:00,8.0,Superfast,2025-04-05,Summer
70589,Vande Bharat Express,Chennai Central,New Delhi,Chennai Central → New Delhi,2024-12-06 19:10:00,2024-12-06 19:28:00,2024-12-06 23:52:00,2024-12-07 00:20:00,18.0,Express,2024-12-06,Winter
82132,Antyodaya Passenger,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2025-09-30 18:00:00,2025-09-30 18:24:00,2025-10-01 06:13:00,2025-10-01 06:42:00,24.0,Passenger,2025-09-30,Post-Monsoon
33416,Mail Express,Amritsar Junction,New Delhi,Amritsar Junction → New Delhi,2024-07-17 05:25:00,2024-07-17 05:25:00,2024-07-17 23:08:00,2024-07-17 23:13:00,0.0,Express,2024-07-17,Monsoon
54587,Duronto Passenger,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-09-18 10:45:00,2025-09-18 10:48:00,2025-09-19 10:39:00,2025-09-19 10:44:00,3.0,Passenger,2025-09-18,Post-Monsoon
30926,Garib Rath Passenger,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-07-20 07:20:00,2025-07-20 07:41:00,2025-07-21 03:16:00,2025-07-21 03:47:00,21.0,Passenger,2025-07-20,Monsoon
40982,Uday Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-07-18 09:25:00,2024-07-18 10:59:00,2024-07-19 02:05:00,2024-07-19 03:41:00,94.0,Express,2024-07-18,Monsoon
84341,Sampark Kranti Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-11-25 17:25:00,2025-11-25 17:36:00,2025-11-25 23:08:00,2025-11-25 23:18:00,11.0,Express,2025-11-25,Post-Monsoon
70637,Vivek Passenger,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2024-03-02 14:30:00,2024-03-02 14:30:00,2024-03-02 21:53:00,2024-03-02 22:00:00,,Passenger,2024-03-02,Summer
31643,Jan Shatabdi Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-12-11 10:40:00,2025-12-11 11:29:00,2025-12-11 17:11:00,2025-12-11 18:04:00,49.0,Express,2025-12-11,Winter
92397,Garib Rath Passenger,Ahmedabad Junction,Mumbai Central,Ahmedabad Junction → Mumbai Central,2025-12-13 21:35:00,2025-12-13 22:02:00,2025-12-14 05:10:00,2025-12-14 05:39:00,27.0,Passenger,2025-12-13,Winter
34931,Jan Shatabdi Express,Vijayawada Junction,Secunderabad,Vijayawada Junction → Secunderabad,2025-12-18 21:30:00,2025-12-18 22:04:00,2025-12-19 02:56:00,2025-12-19 03:29:00,34.0,Express,2025-12-18,Winter
71348,Intercity Express,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2024-04-14 11:40:00,2024-04-14 11:46:00,2024-04-14 21:15:00,2024-04-14 21:26:00,6.0,Express,2024-04-14,Summer
96673,Garib Rath Passenger,New Delhi,Dehradun,New Delhi → Dehradun,2024-07-15 11:55:00,2024-07-15 12:13:00,2024-07-16 09:12:00,2024-07-16 09:34:00,18.0,Passenger,2024-07-15,Monsoon
77391,Duronto Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2024-11-28 07:00:00,2024-11-28 07:06:00,2024-11-28 13:10:00,2024-11-28 13:12:00,6.0,Express,2024-11-28,Post-Monsoon
24371,Kisan Passenger,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2025-12-27 13:30:00,2025-12-27 13:47:00,2025-12-28 08:24:00,2025-12-28 08:47:00,17.0,Passenger,2025-12-27,Winter
38221,Jan Shatabdi Passenger,Varanasi Junction,New Delhi,Varanasi Junction → New Delhi,2025-10-02 11:30:00,2025-10-02 12:00:00,2025-10-02 21:04:00,2025-10-02 21:36:00,30.0,Passenger,2025-10-02,Post-Monsoon
18392,Antyodaya Express,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2024-04-12 10:25:00,2024-04-12 10:36:00,2024-04-12 18:35:00,2024-04-12 18:55:00,11.0,Express,2024-04-12,Summer
57447,Humsafar Passenger,Dehradun,New Delhi,Dehradun → New Delhi,2025-04-22 22:50:00,2025-04-22 22:53:00,2025-04-23 16:09:00,2025-04-23 16:15:00,3.0,Passenger,2025-04-22,Summer
44993,Superfast Superfast,Agra Cantt,New Delhi,Agra Cantt → New Delhi,2024-12-17 07:40:00,2024-12-17 08:09:00,2024-12-17 19:51:00,2024-12-17 20:16:00,,Superfast,2024-12-17,Winter
42325,Passenger Superfast,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-09-14 17:55:00,2024-09-14 17:57:00,2024-09-15 00:59:00,2024-09-15 01:01:00,2.0,Superfast,2024-09-14,Post-Monsoon
26483,Kisan Passenger,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2024-06-06 05:05:00,2024-06-06 05:17:00,2024-06-07 01:58:00,2024-06-07 02:20:00,12.0,Passenger,2024-06-06,Monsoon
36071,Superfast Superfast,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2024-11-20 20:40:00,2024-11-20 20:40:00,2024-11-20 23:19:00,2024-11-20 23:19:00,0.0,Superfast,2024-11-20,Post-Monsoon
41195,Garib Rath Express,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2025-07-26 16:05:00,2025-07-26 16:22:00,2025-07-27 05:59:00,2025-07-27 06:24:00,17.0,Express,2025-07-26,Monsoon
95181,Intercity Passenger,Patna Junction,Lucknow Charbagh,Patna Junction → Lucknow Charbagh,2025-07-02 14:10:00,2025-07-02 14:14:00,2025-07-03 06:25:00,2025-07-03 06:25:00,4.0,Passenger,2025-07-02,Monsoon
94012,Vande Bharat Express,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2025-11-10 16:35:00,2025-11-10 16:48:00,2025-11-11 05:08:00,2025-11-11 05:27:00,13.0,Express,2025-11-10,Post-Monsoon
59823,Mail Express,Vijayawada Junction,Secunderabad,Vijayawada Junction → Secunderabad,2025-02-09 11:15:00,2025-02-09 11:17:00,2025-02-09 16:51:00,2025-02-09 16:57:00,2.0,Express,2025-02-09,Winter
68878,Passenger Express,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2024-10-21 05:25:00,2024-10-21 05:47:00,2024-10-21 21:16:00,2024-10-21 21:36:00,22.0,Express,2024-10-21,Post-Monsoon
28726,AC Express Express,New Delhi,Dehradun,New Delhi → Dehradun,2024-04-14 22:45:00,2024-04-14 22:45:00,2024-04-15 05:01:00,2024-04-15 05:01:00,0.0,Express,2024-04-14,Summer
40512,Duronto Passenger,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2024-09-18 13:30:00,2024-09-18 13:51:00,2024-09-19 00:55:00,2024-09-19 01:25:00,21.0,Passenger,2024-09-18,Post-Monsoon
26483,Vande Bharat Passenger,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2024-11-03 06:15:00,2024-11-03 06:15:00,2024-11-04 04:21:00,2024-11-04 04:29:00,0.0,Passenger,2024-11-03,Post-Monsoon
58944,Passenger Passenger,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2024-10-02 22:45:00,2024-10-02 23:16:00,2024-10-03 08:00:00,2024-10-03 08:30:00,31.0,Passenger,2024-10-02,Post-Monsoon
75612,Jan Shatabdi Superfast,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2024-05-14 11:50:00,2024-05-14 11:59:00,2024-05-14 16:27:00,2024-05-14 16:37:00,9.0,Superfast,2024-05-14,Summer
31798,Superfast Passenger,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-09-24 21:35:00,2025-09-24 21:50:00,2025-09-25 11:41:00,2025-09-25 11:53:00,15.0,Passenger,2025-09-24,Post-Monsoon
89507,Tejas Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2025-03-21 05:20:00,2025-03-21 05:21:00,2025-03-22 00:11:00,2025-03-22 00:21:00,1.0,Express,2025-03-21,Summer
95477,Express Express,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2025-09-19 15:25:00,2025-09-19 15:30:00,2025-09-19 21:56:00,2025-09-19 22:09:00,5.0,Express,2025-09-19,Post-Monsoon
66498,Shatabdi Passenger,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-10-28 17:30:00,2025-10-28 17:30:00,2025-10-29 06:45:00,2025-10-29 06:55:00,0.0,Passenger,2025-10-28,Post-Monsoon
56438,Uday Passenger,Dehradun,New Delhi,Dehradun → New Delhi,2024-10-29 19:25:00,2024-10-29 19:35:00,2024-10-30 16:09:00,2024-10-30 16:22:00,10.0,Passenger,2024-10-29,Post-Monsoon
42493,Garib Rath Passenger,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-10-31 19:40:00,2024-10-31 19:57:00,2024-11-01 07:04:00,2024-11-01 07:29:00,17.0,Passenger,2024-10-31,Post-Monsoon
56438,Jan Shatabdi Express,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-06-06 18:05:00,2024-06-06 18:12:00,2024-06-07 12:36:00,2024-06-07 12:38:00,7.0,Express,2024-06-06,Monsoon
67422,Tejas Express,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2024-06-13 15:30:00,2024-06-13 15:42:00,2024-06-14 07:01:00,2024-06-14 07:17:00,12.0,Express,2024-06-13,Monsoon
74686,Vivek Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-01-13 08:05:00,2024-01-13 08:09:00,2024-01-14 02:30:00,2024-01-14 02:31:00,4.0,Passenger,2024-01-13,Winter
36071,Mail Passenger,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-01-03 13:10:00,2024-01-03 13:35:00,2024-01-03 23:44:00,2024-01-04 00:12:00,25.0,Passenger,2024-01-03,Winter
17716,Jan Shatabdi Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-03-10 18:10:00,2025-03-10 18:13:00,2025-03-11 11:47:00,2025-03-11 11:47:00,3.0,Express,2025-03-10,Summer
48469,Garib Rath Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-08-09 09:55:00,2025-08-09 10:07:00,2025-08-09 20:28:00,2025-08-09 20:42:00,12.0,Express,2025-08-09,Monsoon
80855,Vivek Superfast,New Delhi,Dehradun,New Delhi → Dehradun,2025-11-11 11:15:00,2025-11-11 11:19:00,2025-11-12 00:03:00,2025-11-12 00:04:00,4.0,Superfast,2025-11-11,Post-Monsoon
17100,Humsafar Passenger,New Delhi,Chennai Central,New Delhi → Chennai Central,2024-01-13 16:25:00,2024-01-13 17:04:00,2024-01-14 02:49:00,2024-01-14 03:36:00,39.0,Passenger,2024-01-13,Winter
30730,Gatimaan Passenger,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-11-07 21:35:00,2025-11-07 21:46:00,2025-11-08 17:47:00,2025-11-08 18:02:00,11.0,Passenger,2025-11-07,Post-Monsoon
76542,Rajdhani Superfast,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-05-14 15:50:00,2025-05-14 16:00:00,2025-05-14 20:10:00,2025-05-14 20:16:00,10.0,Superfast,2025-05-14,Summer
69429,Superfast Express,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-10-29 11:40:00,2025-10-29 11:41:00,2025-10-30 01:27:00,2025-10-30 01:30:00,1.0,Express,2025-10-29,Post-Monsoon
40982,Mail Superfast,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-02-06 06:45:00,2025-02-06 06:45:00,2025-02-06 14:53:00,2025-02-06 15:00:00,0.0,Superfast,2025-02-06,Winter
46463,Sampark Kranti Superfast,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2025-06-16 14:30:00,2025-06-16 14:59:00,2025-06-16 23:26:00,2025-06-16 23:59:00,29.0,Superfast,2025-06-16,Monsoon
63354,Superfast Express,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2025-07-29 13:10:00,2025-07-29 14:14:00,2025-07-29 18:49:00,2025-07-29 19:55:00,64.0,Express,2025-07-29,Monsoon
18675,Rajdhani Express,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-07-02 10:55:00,2025-07-02 11:05:00,2025-07-02 21:17:00,2025-07-02 21:34:00,10.0,Express,2025-07-02,Monsoon
40161,Duronto Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2024-08-23 21:40:00,2024-08-23 21:48:00,2024-08-24 15:22:00,2024-08-24 15:36:00,8.0,Express,2024-08-23,Monsoon
89131,Mail Express,Agra Cantt,New Delhi,Agra Cantt → New Delhi,2025-04-20 17:25:00,2025-04-20 17:25:00,2025-04-20 21:56:00,2025-04-20 22:01:00,0.0,Express,2025-04-20,Summer
92240,Rajdhani Express,Hyderabad Deccan,Bengaluru City,Hyderabad Deccan → Bengaluru City,2025-07-24 06:50:00,2025-07-24 07:00:00,2025-07-24 15:56:00,2025-07-24 16:06:00,10.0,Express,2025-07-24,Monsoon
81426,Jan Shatabdi Express,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2024-08-27 22:15:00,2024-08-27 22:38:00,2024-08-28 15:10:00,2024-08-28 15:29:00,23.0,Express,2024-08-27,Monsoon
73699,Vande Bharat Superfast,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2025-11-25 09:00:00,2025-11-25 09:08:00,2025-11-25 14:32:00,2025-11-25 14:36:00,8.0,Superfast,2025-11-25,Post-Monsoon
83579,AC Express Passenger,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-03-29 14:45:00,2025-03-29 15:18:00,2025-03-30 10:04:00,2025-03-30 10:33:00,33.0,Passenger,2025-03-29,Summer
98259,Kisan Express,New Delhi,Dehradun,New Delhi → Dehradun,2025-12-13 22:10:00,2025-12-13 22:17:00,2025-12-14 08:36:00,2025-12-14 08:48:00,7.0,Express,2025-12-13,Winter
41571,Superfast Superfast,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2024-05-22 14:35:00,2024-05-22 14:57:00,2024-05-22 19:28:00,2024-05-22 19:58:00,22.0,Superfast,2024-05-22,Summer
34931,Humsafar Superfast,Dehradun,New Delhi,Dehradun → New Delhi,2025-05-12 20:25:00,2025-05-12 20:30:00,2025-05-13 07:52:00,2025-05-13 08:02:00,5.0,Superfast,2025-05-12,Summer
19880,Intercity Express,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2024-07-22 07:05:00,2024-07-22 07:23:00,2024-07-22 22:43:00,2024-07-22 23:08:00,18.0,Express,2024-07-22,Monsoon
63883,Superfast Passenger,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2024-10-24 06:35:00,2024-10-24 06:35:00,2024-10-25 01:06:00,2024-10-25 01:16:00,,Passenger,2024-10-24,Post-Monsoon
64987,Garib Rath Passenger,Ernakulam Junction,Chennai Central,Ernakulam Junction → Chennai Central,2024-08-26 06:05:00,2024-08-26 06:57:00,2024-08-27 01:26:00,2024-08-27 02:28:00,,Passenger,2024-08-26,Monsoon
82603,Duronto Express,Chandigarh,New Delhi,Chandigarh → New Delhi,2025-03-02 10:50:00,2025-03-02 11:04:00,2025-03-03 00:55:00,2025-03-03 01:15:00,14.0,Express,2025-03-02,Summer
19116,Jan Shatabdi Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-01-12 15:05:00,2025-01-12 15:25:00,2025-01-13 07:01:00,2025-01-13 07:24:00,20.0,Express,2025-01-12,Winter
14207,Passenger Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-11-06 09:50:00,2025-11-06 10:13:00,2025-11-06 19:47:00,2025-11-06 20:06:00,23.0,Passenger,2025-11-06,Post-Monsoon
23947,Vande Bharat Passenger,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2024-08-07 10:50:00,2024-08-07 11:15:00,2024-08-08 01:35:00,2024-08-08 01:59:00,25.0,Passenger,2024-08-07,Monsoon
62296,Vande Bharat Express,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2024-02-01 07:55:00,2024-02-01 08:00:00,2024-02-01 20:08:00,2024-02-01 20:20:00,5.0,Express,2024-02-01,Winter
83563,Vivek Passenger,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2024-11-16 17:45:00,2024-11-16 17:56:00,2024-11-17 18:23:00,2024-11-17 18:30:00,11.0,Passenger,2024-11-16,Post-Monsoon
99593,Kisan Express,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-12-29 13:40:00,2025-12-29 13:56:00,2025-12-29 23:37:00,2025-12-29 23:59:00,16.0,Express,2025-12-29,Winter
38864,Kisan Passenger,New Delhi,Guwahati,New Delhi → Guwahati,2024-12-21 20:40:00,2024-12-21 20:57:00,2024-12-22 10:31:00,2024-12-22 10:45:00,17.0,Passenger,2024-12-21,Winter
61173,Gatimaan Passenger,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-05-25 21:35:00,2025-05-25 21:56:00,2025-05-26 19:31:00,2025-05-26 19:56:00,21.0,Passenger,2025-05-25,Summer
22363,Garib Rath Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-12-14 19:25:00,2025-12-14 20:24:00,2025-12-15 00:44:00,2025-12-15 01:39:00,59.0,Express,2025-12-14,Winter
40495,Duronto Passenger,Hyderabad Deccan,Bengaluru City,Hyderabad Deccan → Bengaluru City,2024-10-29 20:30:00,2024-10-29 20:34:00,2024-10-30 20:00:00,2024-10-30 20:00:00,4.0,Passenger,2024-10-29,Post-Monsoon
63269,Garib Rath Passenger,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2025-08-14 16:55:00,2025-08-14 18:41:00,2025-08-15 11:42:00,2025-08-15 13:27:00,106.0,Passenger,2025-08-14,Monsoon
77391,AC Express Passenger,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2024-09-28 15:10:00,2024-09-28 15:19:00,2024-09-29 03:21:00,2024-09-29 03:27:00,9.0,Passenger,2024-09-28,Post-Monsoon
51347,AC Express Express,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2025-11-30 18:15:00,2025-11-30 18:15:00,2025-12-01 11:55:00,2025-12-01 11:55:00,0.0,Express,2025-11-30,Post-Monsoon
20458,Kisan Express,New Delhi,Guwahati,New Delhi → Guwahati,2025-12-30 15:30:00,2025-12-30 15:40:00,2025-12-31 05:03:00,2025-12-31 05:17:00,10.0,Express,2025-12-30,Winter
73653,Vande Bharat Express,Dehradun,New Delhi,Dehradun → New Delhi,2024-05-07 21:20:00,2024-05-07 21:30:00,2024-05-08 06:54:00,2024-05-08 07:04:00,10.0,Express,2024-05-07,Summer
24371,Intercity Passenger,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-02-08 16:10:00,2025-02-08 16:40:00,2025-02-09 15:12:00,2025-02-09 15:42:00,30.0,Passenger,2025-02-08,Winter
56566,Gatimaan Passenger,Patna Junction,Kolkata Howrah,Patna Junction → Kolkata Howrah,2025-11-04 12:10:00,2025-11-04 12:35:00,2025-11-05 10:57:00,2025-11-05 11:23:00,25.0,Passenger,2025-11-04,Post-Monsoon
60019,Rajdhani Passenger,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2024-05-31 18:15:00,2024-05-31 18:17:00,2024-06-01 04:37:00,2024-06-01 04:49:00,2.0,Passenger,2024-05-31,Summer
99353,Humsafar Passenger,Chandigarh,New Delhi,Chandigarh → New Delhi,2025-06-03 11:10:00,2025-06-03 11:19:00,2025-06-04 08:24:00,2025-06-04 08:31:00,9.0,Passenger,2025-06-03,Monsoon
25860,Vande Bharat Superfast,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2025-11-22 20:35:00,2025-11-22 20:36:00,2025-11-23 02:12:00,2025-11-23 02:13:00,1.0,Superfast,2025-11-22,Post-Monsoon
95181,Uday Express,Kolkata Howrah,New Delhi,Kolkata Howrah → New Delhi,2025-01-18 18:10:00,2025-01-18 18:32:00,2025-01-19 01:43:00,2025-01-19 02:13:00,22.0,Express,2025-01-18,Winter
28301,Antyodaya Passenger,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2024-12-28 21:45:00,2024-12-28 22:22:00,2024-12-29 08:21:00,2024-12-29 08:54:00,37.0,Passenger,2024-12-28,Winter
41385,Vivek Superfast,Vijayawada Junction,Secunderabad,Vijayawada Junction → Secunderabad,2025-12-31 14:25:00,2025-12-31 15:02:00,2026-01-01 00:43:00,2026-01-01 01:22:00,37.0,Superfast,2025-12-31,Winter
17100,Tejas Superfast,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2025-07-05 12:25:00,2025-07-05 12:32:00,2025-07-05 18:31:00,2025-07-05 18:35:00,7.0,Superfast,2025-07-05,Monsoon
99192,Kisan Superfast,Patna Junction,Kolkata Howrah,Patna Junction → Kolkata Howrah,2025-02-18 19:40:00,2025-02-18 19:54:00,2025-02-19 05:55:00,2025-02-19 06:07:00,14.0,Superfast,2025-02-18,Winter
57576,Antyodaya Passenger,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2024-01-24 14:40:00,2024-01-24 15:57:00,2024-01-25 11:55:00,2024-01-25 13:19:00,77.0,Passenger,2024-01-24,Winter
71348,Duronto Passenger,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-08-04 07:45:00,2025-08-04 08:34:00,2025-08-05 03:50:00,2025-08-05 04:37:00,49.0,Passenger,2025-08-04,Monsoon
87397,Uday Express,Lucknow Charbagh,Kanpur Central,Lucknow Charbagh → Kanpur Central,2025-12-20 19:35:00,2025-12-20 19:40:00,2025-12-21 06:36:00,2025-12-21 06:50:00,5.0,Express,2025-12-20,Winter
37869,Rajdhani Passenger,Mysuru Junction,Bengaluru City,Mysuru Junction → Bengaluru City,2025-11-24 11:30:00,2025-11-24 11:38:00,2025-11-24 22:56:00,2025-11-24 23:03:00,8.0,Passenger,2025-11-24,Post-Monsoon
80010,Garib Rath Express,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2025-02-23 08:20:00,2025-02-23 08:44:00,2025-02-23 21:32:00,2025-02-23 21:57:00,24.0,Express,2025-02-23,Winter
34931,Mail Express,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2024-10-02 14:20:00,2024-10-02 14:35:00,2024-10-03 01:29:00,2024-10-03 01:41:00,15.0,Express,2024-10-02,Post-Monsoon
39256,AC Express Express,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-02-25 14:30:00,2024-02-25 14:45:00,2024-02-25 23:17:00,2024-02-25 23:30:00,15.0,Express,2024-02-25,Winter
24322,Duronto Passenger,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2025-01-12 19:35:00,2025-01-12 19:56:00,2025-01-13 12:12:00,2025-01-13 12:28:00,21.0,Passenger,2025-01-12,Winter
70217,Tejas Superfast,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2024-05-05 06:35:00,2024-05-05 07:19:00,2024-05-05 08:45:00,2024-05-05 09:37:00,44.0,Superfast,2024-05-05,Summer
10942,Antyodaya Express,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2024-11-20 17:20:00,2024-11-20 17:30:00,2024-11-20 22:27:00,2024-11-20 22:35:00,10.0,Express,2024-11-20,Post-Monsoon
84847,Kisan Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2025-08-28 06:25:00,2025-08-28 06:30:00,2025-08-28 18:29:00,2025-08-28 18:38:00,5.0,Express,2025-08-28,Monsoon
42953,Vivek Passenger,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-10-27 11:25:00,2025-10-27 11:39:00,2025-10-28 08:54:00,2025-10-28 09:03:00,14.0,Passenger,2025-10-27,Post-Monsoon
91959,Shatabdi Express,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2024-06-16 06:20:00,2024-06-16 06:38:00,2024-06-16 15:46:00,2024-06-16 16:10:00,18.0,Express,2024-06-16,Monsoon
87397,Sampark Kranti Superfast,Guwahati,New Delhi,Guwahati → New Delhi,2024-06-17 12:40:00,2024-06-17 13:27:00,2024-06-17 17:15:00,2024-06-17 18:02:00,47.0,Superfast,2024-06-17,Monsoon
57576,Duronto Passenger,Mumbai Central,New Delhi,Mumbai Central → New Delhi,2024-05-21 16:20:00,2024-05-21 16:51:00,2024-05-22 15:02:00,2024-05-22 15:32:00,31.0,Passenger,2024-05-21,Summer
68878,Tejas Superfast,Patna Junction,Lucknow Charbagh,Patna Junction → Lucknow Charbagh,2024-03-08 22:05:00,2024-03-08 23:01:00,2024-03-09 04:19:00,2024-03-09 05:22:00,56.0,Superfast,2024-03-08,Summer
58520,Duronto Express,New Delhi,Guwahati,New Delhi → Guwahati,2024-03-17 20:20:00,2024-03-17 20:22:00,2024-03-18 05:59:00,2024-03-18 06:08:00,2.0,Express,2024-03-17,Summer
38893,Kisan Express,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2024-03-06 20:35:00,2024-03-06 20:52:00,2024-03-07 12:58:00,2024-03-07 13:13:00,17.0,Express,2024-03-06,Summer
70217,Tejas Express,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-02-02 20:00:00,2024-02-02 20:10:00,2024-02-03 02:12:00,2024-02-03 02:19:00,10.0,Express,2024-02-02,Winter
70637,Kisan Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-11-09 05:05:00,2025-11-09 05:40:00,2025-11-09 19:32:00,2025-11-09 20:06:00,35.0,Express,2025-11-09,Post-Monsoon
73624,Sampark Kranti Superfast,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2024-02-25 07:00:00,2024-02-25 07:04:00,2024-02-25 13:53:00,2024-02-25 13:55:00,4.0,Superfast,2024-02-25,Winter
38893,Duronto Express,Guwahati,New Delhi,Guwahati → New Delhi,03/04/2024 09:35,2024-04-03 09:40:00,2024-04-04 04:13:00,2024-04-04 04:26:00,5.0,Express,2024-04-03,Summer
21226,Humsafar Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-07-27 18:40:00,2024-07-27 19:53:00,2024-07-28 18:10:00,2024-07-28 19:23:00,73.0,Passenger,2024-07-27,Monsoon
80697,Shatabdi Express,Hyderabad Deccan,Bengaluru City,Hyderabad Deccan → Bengaluru City,2025-07-29 12:35:00,2025-07-29 13:21:00,2025-07-29 20:56:00,2025-07-29 21:48:00,46.0,Express,2025-07-29,Monsoon
36365,Vivek Superfast,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2024-08-29 08:45:00,2024-08-29 09:29:00,2024-08-29 19:44:00,2024-08-29 20:26:00,44.0,Superfast,2024-08-29,Monsoon
